알파카 혼방 집업 쇼트 코트,11,1,"719,100",10,"캐주얼하면서도 여성스러운 분위기가 돋보이는 점퍼형 코트입니다. 부드러우면서도 조직감이 느껴지는 알파카 혼방 소재를 사용하여 보온성을 갖추었습니다. 볼륨감 있는 소매와 지퍼 여밈으로 캐주얼하면서도 가볍고 따뜻하여, 가볍게 걸쳐도 돋보이는 룩을 완성할 수 있습니다.",아이보리,"겉감: 양모 54%, 알파카 28%, 나일론 18%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/30/GM0024103023927_0_THNAIL_ORGINL_20241030183217196.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
후드 롱 다운 코트,11,1,"863,100",10,"겉면에 칸이 드러나지 않게 다운 충전재를 적용하여 깔끔하고 세련된 외관이 돋보이는 아우터입니다. 가볍고 고급스러운 질감이 느껴지는 폴리 소재로 제작되었으며, 후드를 떼면 코트 대용으로 입을 수 있는 미니멀한 디자인의 롱 다운 코트입니다. 탈착의 옵션 벨트가 있어 자유롭게 실루엣을 연출할 수 있는 실용적인 아이템입니다.",블랙,"겉감: 폴리에스터 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/23/GM0024102398642_0_THNAIL_ORGINL_20241105182755040.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
울 혼방 미디엄 코트,11,1,"683,100",10,"탄탄한 외관과 고급스러운 컬러감의 울 혼방 소재의 미디엄 코트입니다. 경쾌한 기장감과 편안한 실루엣, 칼라를 세워서 비조를 채워 코디하면 클래식하면서도 멋스럽게 착장 가능합니다. 스커트와 입으면 여성스럽고 팬츠와 코디하면 캐주얼하게 연출할 수 있는 데일리 아이템입니다.",블랙,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/09/30/GM0024093016489_0_THNAIL_ORGINL_20241021170944348.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
울 혼방 발마칸 코트,11,1,"276,570",37,"여유로운 실루엣의 클래식한 발마칸 코트입니다. 부드러운 울 혼방 원단으로 제작하였으며, 몸을 감싸듯이 둥글게 떨어지는 실루엣이 멋스럽습니다. 깔끔한 디자인으로 캐주얼룩부터 포멀룩까지 폭넓게 연출할 수 있는 제품입니다.",네이비,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/10/GM0024101038734_0_THNAIL_ORGINL_20241018185034793.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
울 혼방 발마칸 코트,11,1,"276,570",37,"여유로운 실루엣의 클래식한 발마칸 코트입니다. 부드러운 울 혼방 원단으로 제작하였으며, 몸을 감싸듯이 둥글게 떨어지는 실루엣이 멋스럽습니다. 깔끔한 디자인으로 캐주얼룩부터 포멀룩까지 폭넓게 연출할 수 있는 제품입니다.",카키,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/10/GM0024101038733_0_THNAIL_ORGINL_20241018184956380.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
폴리 퍼 후드 미디엄 사파리 다운 점퍼,11,1,"863,100",10,"여성스러운 실루엣이 매력적인 후드 다운 점퍼입니다. 가볍고 부드러운 폴리 소재와 소프트한 구스 다운 충전재를 사용하여 보온성을 높였습니다. 허리 부분 스트링으로 실루엣을 조정하여 편안한 착용할 수 있습니다. 폭스 퍼 후드는 탈부착할 수 있어 변화 무쌍한 날씨에 대응하기 좋습니다.",블랙,"겉감: 재생 폴리에스터 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/15/GM0024101599616_0_THNAIL_ORGINL_20241016122619593.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
하이넥 쇼트 다운 점퍼,11,1,"276,570",37,"경쾌한 기장감과 보온성을 더한 하이넥 다운 점퍼입니다. 내구성이 좋은 나일론 100% 소재로 제작되었으며, 따뜻한 덕 다운 충전재와 여유 있는 실루엣으로 한 겨울에 데일리 아이템으로 활용하기 좋습니다. 다양한 하의와 매치하여 캐주얼한 멋을 내기 좋습니다.",블랙,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/07/GM0024100701070_0_THNAIL_ORGINL_20241018185221183.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
울 혼방 미디엄 코트,11,1,"683,100",10,"탄탄한 외관과 고급스러운 컬러감의 울 혼방 소재의 미디엄 코트입니다. 경쾌한 기장감과 편안한 실루엣, 칼라를 세워서 비조를 채워 코디하면 클래식하면서도 멋스럽게 착장 가능합니다. 스커트와 입으면 여성스럽고 팬츠와 코디하면 캐주얼하게 연출할 수 있는 데일리 아이템입니다.",올리브,NULL,0,,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
폴리 퍼 후드 롱 사파리 다운 아우터,11,1,"890,100",10,"캐주얼한 멋이 매력적인 후드 사파리 다운 아우터입니다. 부드럽고 단단한 폴리 소재와 구스 다운 충전재를 사용하여 보온성을 높였습니다. 퀼팅 선이 없어 군더더기 없이 깔끔한 무드를 자아내며 허리에 스트링 조절로 여성스러운 느낌을 줄 수 있습니다. 폭스 털 후드는 탈부착할 수 있어 날씨에 따라 데일리 아이템으로 활용하기 좋습니다.",애쉬,"겉감 :폴리에스터 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/17/GM0024101732219_0_THNAIL_ORGINL_20241112110530020.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
폴리 퍼 후드 미디엄 사파리 다운 점퍼,11,1,"863,100",10,"여성스러운 실루엣이 매력적인 후드 다운 점퍼입니다. 가볍고 부드러운 폴리에스터 소재와 포근한 구스다운 충전재를 사용하여 보온성을 높였습니다. 허리의 스트링으로 실루엣을 조절하여 더욱 편안하고 멋스럽게 착용할 수 있습니다. 여우털 후드는 탈부착할 수 있어 변화무쌍한 날씨에 대응하기 좋습니다.",아이보리,"겉감 : 재생 폴리에스터 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/21/GM0024102179787_0_THNAIL_ORGINL_20241023120203322.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
울 혼방 미디엄 루즈핏 피코트,11,1,"683,100",10,"클래식한 울 캐시미어 혼방 피 코트입니다. 넥 비조와 더블 여밈, 사각 포켓 디테일이 돋보입니다. 후드가 달린 니트나 스트라이프 패턴의 이너, 데님 등과 매치하면 캐주얼하면서도 고전적인 무드를 연출할 수 있습니다. 경쾌한 기장감과 편안한 실루엣으로 데일리룩으로 입을 수 있는 코트입니다.",네이비,NULL,0,,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
폴리 퍼 후드 롱 사파리 다운 아우터,11,1,"890,100",10,"캐주얼한 멋이 매력적인 후드 사파리 다운 아우터입니다. 부드럽고 단단한 폴리 소재와 구스 다운 충전재를 사용하여 보온성을 높였습니다. 퀼팅 선이 없어 군더더기 없이 깔끔한 무드를 자아내며 허리에 스트링 조절로 여성스러운 느낌을 줄 수 있습니다. 폭스 털 후드는 탈부착할 수 있어 날씨에 따라 데일리 아이템으로 활용하기 좋습니다.",베이지,"겉감 :폴리에스터 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/17/GM0024101732220_0_THNAIL_ORGINL_20241112110531772.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
니트 배색 집업 미디엄 다운 재킷,11,1,"629,100",10,"칼라 부분에 니트 배색 포인트가 매력적인 다운 아우터입니다. 엉덩이를 살짝 덮는 기장, 목 부분을 포근하게 감쌀 수 있는 실루엣으로 한겨울 한파에도 실용적인 디자인입니다. 부드럽고 탄탄한 폴리에스터 소재에 다운 충전재를 더해 편안하고 포근한 착용감을 선사합니다. 앞 중심에 골드 스냅 단추로 포인트를 주었습니다. 허리 실루엣이 살아있어 캐주얼하면서도 여성스러운 룩을 연출하는 아이템입니다.",블랙,"겉감: 폴리에스터 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/10/GM0024101037356_0_THNAIL_ORGINL_20241015125300273.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
헌팅 디테일 롱 패딩,11,1,"575,100",10,"탄탄한 외관과 고급스러운 컬러감의 헌팅 디테일 롱 패딩 코트입니다. 일자로 깔끔하게 떨어지는 실루엣이 칼라의 코듀로이 배색과 은은한 체크 안감과 만나 클래식한 감성을 주는 점퍼입니다. 코듀로이가 패치된 소매를 걷어 올려 연출하면 더욱 멋스럽습니다. 고급스러운 디자인과 클래식한 디테일이 더해져 일상은 물론 활동이 많은 날도 부담 없이 걸치기 좋습니다.",블랙,NULL,0,,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
사각 퀼팅 미디엄 다운 점퍼,11,1,"593,100",10,"은은한 조직감이 고급스러운 다운 점퍼입니다. 앞여밈과 넥 쪽에 따뜻한 니트를 달아 보온성을 더한 제품입니다. 전체적으로 들어간 스티치 포인트가 매력적입니다. 경쾌한 기장감과 적당한 실루엣으로 어떤 착장과도 잘 어울려 데일리 아이템으로 활용하기 좋습니다.",블랙,"겉감: 폴리에스터 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/10/GM0024101037352_0_THNAIL_ORGINL_20241015125253171.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
